document_id sentence_id mention_id mention POS_mention next_words previous_words is_proper_name is_pronoun is_first_person is_singleton
1 3 22 "गैस आधारित बिजली परियोजना" "NN JJ NNC NN" "पर रिलायंस के वाइस" "प्रस्तावित ३७४० मेगावाट की" 0 0 0 0
1 3 23 रिलायंस NNP "के वाइस चेयरमैन अनिल" "आधारित बिजली परियोजना पर" 1 0 0 0
1 3 24 "वाइस चेयरमैन" "NNC NN" "अनिल अंबानी से बात" "परियोजना पर रिलायंस के" 0 0 0 0
1 3 25 "अनिल अंबानी" "NNPC NNP" "से बात करेगी जिससे" "रिलायंस के वाइस चेयरमैन" 1 0 0 0
1 3 26 बात NN "करेगी जिससे कि राज्य" "चेयरमैन अनिल अंबानी से" 0 0 0 1
1 3 27 जिससे PRP "कि राज्य में अगले" "अंबानी से बात करेगी" 0 1 0 0
1 3 28 राज्य NN "में अगले डेढ़ साल" "बात करेगी जिससे कि" 0 0 0 0
1 3 29 "अगले डेढ़ साल" "JJ QC NN" "में बिजली की समस्या" "जिससे कि राज्य में" 0 0 0 1
1 3 30 बिजली NN "परियोजना पर रिलायंस के" "मेगावाट की गैस आधारित" 0 0 0 0
1 3 31 समस्या NN "खत्म हो जाए और" "साल में बिजली की" 0 0 0 1
1 3 32 वह PRP "दूसरों को बिजली देने" "खत्म हो जाए और" 0 1 0 0
1 3 33 दूसरों NN "को बिजली देने की" "हो जाए और वह" 0 0 0 1
1 3 34 बिजली NN "परियोजना पर रिलायंस के" "मेगावाट की गैस आधारित" 0 0 0 0
1 3 35 स्थिति NN "में पहुंच जाए ।" "को बिजली देने की" 0 0 0 1
1 4 36 यादव NNP "ने शुक्रवार को यहां" " " 1 0 0 0
1 4 37 शुक्रवार NNP "को यहां पार्टी सम्मेलन" "यादव ने" 1 0 0 0
1 4 38 यहां PRP "पार्टी सम्मेलन में कहा" "यादव ने शुक्रवार को" 0 1 0 0
1 4 39 "पार्टी सम्मेलन" "NNC NN" "में कहा कि तीसरा" "ने शुक्रवार को यहां" 0 0 0 0
1 4 40 "तीसरा मोर्चा" "NNPC NNP" "कांग्रेस और भाजपा से" "सम्मेलन में कहा कि" 1 0 0 0
1 4 41 कांग्रेस NNP "और भाजपा से समान" "कहा कि तीसरा मोर्चा" 1 0 0 0
1 4 42 भाजपा NNP "से समान दूरी बनाए" "तीसरा मोर्चा कांग्रेस और" 1 0 0 0
1 4 43 "समान दूरी" "JJ NN" "बनाए रखेगा ।" "कांग्रेस और भाजपा से" 0 0 0 1
1 5 44 उन्होंने PRP "कहा कि सपा भाजपा" " " 0 1 0 0
1 5 45 सपा NNP "भाजपा के खिलाफ लड़ाई" "उन्होंने कहा कि" 1 0 0 0
1 5 46 भाजपा NNP "के खिलाफ लड़ाई लड़" "उन्होंने कहा कि सपा" 1 0 0 0
1 5 47 लड़ाई NN "लड़ रही है और" "सपा भाजपा के खिलाफ" 0 0 0 0
1 5 48 इसी PRP "का नतीजा है कि" "लड़ रही है और" 0 1 0 0
1 5 49 नतीजा NN "है कि उत्तर प्रदेश" "है और इसी का" 0 0 0 1
1 5 50 "उत्तर प्रदेश" "NNPC NNP" "में भगवा पार्टी के" "का नतीजा है कि" 1 0 0 0
1 5 51 "भगवा पार्टी" "JJ NN" "के कई दिग्गज नेताओं" "कि उत्तर प्रदेश में" 0 0 0 1
1 5 52 "कई दिग्गज नेताओं" "QF JJ NN" "को हार का सामना" "में भगवा पार्टी के" 0 0 0 1
1 5 53 हार NN "का सामना करना पड़ा" "कई दिग्गज नेताओं को" 0 0 0 1
1 5 54 सामना NN "करना पड़ा है ।" "नेताओं को हार का" 0 0 0 1
1 6 55 इसी PRP "के चलते राज्य में" " " 0 1 0 0
1 6 56 राज्य NN "में भाजपा के सांसदों" "इसी के चलते" 0 0 0 0
1 6 57 भाजपा NNP "के सांसदों की संख्या" "के चलते राज्य में" 1 0 0 0
1 6 58 सांसदों NN "की संख्या ६० से" "राज्य में भाजपा के" 0 0 0 1
1 6 59 संख्या NN "६० से घटकर १०" "भाजपा के सांसदों की" 0 0 0 1
1 7 60 इसके PRP "बावजूद कांग्रेस सपा पर" " " 0 1 0 0
1 7 61 कांग्रेस NNP "सपा पर भाजपा से" "इसके बावजूद" 1 0 0 0
1 7 62 सपा NNP "पर भाजपा से सांठगांठ" "इसके बावजूद कांग्रेस" 1 0 0 1
1 7 63 भाजपा NNP "से सांठगांठ के आरोप" "बावजूद कांग्रेस सपा पर" 1 0 0 0
1 7 64 सांठगांठ NN "के आरोप लगाती है" "सपा पर भाजपा से" 0 0 0 1
1 7 65 आरोप NN "लगाती है ।" "भाजपा से सांठगांठ के" 0 0 0 1
1 8 66 यादव NNP "ने कहा कि जब" " " 1 0 0 0
1 8 67 जब PRP "हम भाजपा को बेदखल" "यादव ने कहा कि" 0 1 0 0
1 8 68 हम PRP "भाजपा को बेदखल करने" "ने कहा कि जब" 0 1 1 0
1 8 69 भाजपा NNP "को बेदखल करने के" "कहा कि जब हम" 1 0 0 0
1 8 70 मुहिम NN "छेडे हुए थे तब" "बेदखल करने के लिए" 0 0 0 1
1 8 71 तब PRP "कांग्रेस सपा को कमजोर" "मुहिम छेडे हुए थे" 0 1 0 0
1 8 72 कांग्रेस NNP "सपा को कमजोर करने" "छेडे हुए थे तब" 1 0 0 0
1 8 73 सपा NNP "को कमजोर करने की" "हुए थे तब कांग्रेस" 1 0 0 0
1 8 74 कोशिश NN "कर रही थी ।" "को कमजोर करने की" 0 0 0 1
1 9 75 रिलायंस NNP "की बिजली परियोजना के" " " 1 0 0 0
1 9 76 "बिजली परियोजना" "NNC NN" "के बारे में मुख्यमंत्री" "रिलायंस की" 0 0 0 0
1 9 77 मुख्यमंत्री NNP "ने कहा कि उन्होंने" "परियोजना के बारे में" 1 0 0 0
1 9 78 उन्होंने PRP "यूपी विकास परिषद के" "मुख्यमंत्री ने कहा कि" 0 1 0 0
1 9 79 "यूपी विकास परिषद" "NNPC NNPC NNP" "के अध्यक्ष अमर सिंह" "ने कहा कि उन्होंने" 1 0 0 1
1 9 80 अध्यक्ष NN "अमर सिंह से कहा" "यूपी विकास परिषद के" 0 0 0 0
1 9 81 "अमर सिंह" "NNPC NNP" "से कहा है कि" "विकास परिषद के अध्यक्ष" 1 0 0 0
1 9 82 वह PRP "अनिल अंबानी से बातचीत" "से कहा है कि" 0 1 0 0
1 9 83 "अनिल अंबानी" "NNPC NNP" "से बातचीत करें ।" "कहा है कि वह" 1 0 0 0
1 9 84 बातचीत NN करें "वह अनिल अंबानी से" 0 0 0 1
1 10 85 उन्होंने PRP "कहा कि परियोजना में" " " 0 1 0 0
1 10 86 परियोजना NN "में आने वाली बाधाओं" "उन्होंने कहा कि" 0 0 0 1
1 10 87 बाधाओं NN "को दूर करने में" "परियोजना में आने वाली" 0 0 0 1
1 10 88 "राज्य सरकार" "NNC NN" "हर तरह की मदद" "को दूर करने में" 0 0 0 0
1 10 89 "हर तरह" "QF NN" "की मदद उपलब्ध कराएगी" "करने में राज्य सरकार" 0 0 0 1
1 11 90 मुलायम NNP "ने कहा कि कर्नाटक" " " 1 0 0 0
1 11 91 कर्नाटक NNP "में सपा बड़ी ताकत" "मुलायम ने कहा कि" 1 0 0 1
1 11 92 सपा NNP "बड़ी ताकत के रूप" "कहा कि कर्नाटक में" 1 0 0 0
1 11 93 "बड़ी ताकत" "JJ NN" "के रूप में उभरेगी" "कि कर्नाटक में सपा" 0 0 0 1
1 12 94 इसके PRP "साथ ही उन्होंने ऐलान" " " 0 1 0 0
1 12 95 उन्होंने PRP "ऐलान किया कि हाल" "इसके साथ ही" 0 1 0 0
1 12 96 ऐलान NN "किया कि हाल ही" "इसके साथ ही उन्होंने" 0 0 0 1
1 12 97 हाल NN "ही में भाजपा छोड़कर" "उन्होंने ऐलान किया कि" 0 0 0 1
1 12 98 भाजपा NNP "छोड़कर सपा में आए" "कि हाल ही में" 1 0 0 0
1 12 99 सपा NNP "में आए पूर्व मुख्यमंत्री" "ही में भाजपा छोड़कर" 1 0 0 0
1 12 100 "पूर्व मुख्यमंत्री" "JJ NNP" "एस. बंगरप्पा अगले विधानसभा" "छोड़कर सपा में आए" 1 0 0 0
1 12 101 "एस. बंगरप्पा" "NNPC NNP" "अगले विधानसभा चुनाव में" "में आए पूर्व मुख्यमंत्री" 1 0 0 0
1 12 102 "अगले विधानसभा चुनाव" "JJ NNC NN" "में पार्टी की ओर" "पूर्व मुख्यमंत्री एस. बंगरप्पा" 0 0 0 1
1 12 103 पार्टी NN "की ओर से मुख्यमंत्री" "अगले विधानसभा चुनाव में" 0 0 0 0
1 12 104 "मुख्यमंत्री पद" "NNP NN" "के दावेदार होंगे ।" "पार्टी की ओर से" 0 0 0 1
1 12 105 दावेदार NN होंगे "से मुख्यमंत्री पद के" 0 0 0 1
1 13 106 सम्मेलन NN "की अध्यक्षता कर रहे" " " 0 0 0 0
1 13 107 अध्यक्षता NN "कर रहे बंगरप्पा ने" "सम्मेलन की" 0 0 0 0
1 13 108 बंगरप्पा NNP "ने कहा कि वह" "की अध्यक्षता कर रहे" 1 0 0 0
1 13 109 वह PRP "यह सोचकर भाजपा में" "बंगरप्पा ने कहा कि" 0 1 0 0
1 13 110 यह PRP "सोचकर भाजपा में शामिल" "ने कहा कि वह" 0 1 0 0
1 13 111 भाजपा NNP "में शामिल हुए थे" "कि वह यह सोचकर" 1 0 0 0
1 13 112 वह PRP "यह सोचकर भाजपा में" "बंगरप्पा ने कहा कि" 0 1 0 0
1 13 113 उसमें PRP "बदलाव लाएंगे लेकिन वहां" "हुए थे कि वह" 0 1 0 0
1 13 114 बदलाव NN "लाएंगे लेकिन वहां जाने" "थे कि वह उसमें" 0 0 0 1
1 13 115 वहां PRP "जाने के बाद महसूस" "उसमें बदलाव लाएंगे लेकिन" 0 1 0 0
1 13 116 उन्हें PRP "बदला नहीं जा सकता" "बाद महसूस हुआ कि" 0 1 0 0
1 14 117 सम्मेलन NN "को सपा महासचिव अमर" " " 0 0 0 0
1 14 118 "सपा महासचिव" "NNP NN" "अमर सिंह तथा सांसद" "सम्मेलन को" 0 0 0 0
1 14 119 "अमर सिंह" "NNPC NNP" "तथा सांसद जया बच्चन" "सम्मेलन को सपा महासचिव" 1 0 0 0
1 14 120 सांसद NN "जया बच्चन और जयाप्रदा" "महासचिव अमर सिंह तथा" 0 0 0 0
1 14 121 "जया बच्चन" "NNPC NNP" "और जयाप्रदा ने भी" "अमर सिंह तथा सांसद" 1 0 0 0
1 14 122 जयाप्रदा NNP "ने भी संबोधित किया" "सांसद जया बच्चन और" 1 0 0 1
2 15 123 बात NN "गलत हो तो गुस्सा" " " 0 0 0 1
2 15 124 गुस्सा NN "सेलेब्रिटिज को भी आना" "बात गलत हो तो" 0 0 0 0
2 15 125 सेलेब्रिटिज NN "को भी आना लाजमी" "गलत हो तो गुस्सा" 0 0 0 0
2 16 126 बृहस्पतिवार NNP "को पणज़ी में शुरू" " " 1 0 0 0
2 16 127 पणज़ी NNP "में शुरू हुए ३६वें" "बृहस्पतिवार को" 1 0 0 0
2 16 128 शुरू NN "हुए ३६वें अंतर्राष्ट्रीय फिल्म" "बृहस्पतिवार को पणज़ी में" 0 0 0 1
2 16 129 "३६वें अंतर्राष्ट्रीय फिल्म महोत्सव" "NNPC NNPC NNPC NNP" "के रंग में भंग" "पणज़ी में शुरू हुए" 1 0 0 0
2 16 130 रंग NN "में भंग उस समय" "अंतर्राष्ट्रीय फिल्म महोत्सव के" 0 0 0 0
2 16 131 उस DEM "समय पड़ा जब वहां" "के रंग में भंग" 0 0 0 0
2 16 132 समय NN "पड़ा जब वहां पर" "रंग में भंग उस" 0 0 0 0
2 16 133 जब PRP "वहां पर तैनात सुरक्षाकर्मियों" "भंग उस समय पड़ा" 0 1 0 0
2 16 134 वहां PRP "पर तैनात सुरक्षाकर्मियों ने" "उस समय पड़ा जब" 0 1 0 0
2 16 135 "तैनात सुरक्षाकर्मियों" "JJ NN" "ने बॉलीवुड की अभिनेत्री" "पड़ा जब वहां पर" 0 0 0 0
2 16 136 बॉलीवुड NNP "की अभिनेत्री बिपाशा बसु" "पर तैनात सुरक्षाकर्मियों ने" 1 0 0 1
2 16 137 अभिनेत्री NN "बिपाशा बसु के साथ" "सुरक्षाकर्मियों ने बॉलीवुड की" 0 0 0 0
2 16 138 "बिपाशा बसु" "NNPC NNP" "के साथ दुव्यर्वहार किया" "ने बॉलीवुड की अभिनेत्री" 1 0 0 0
2 16 139 दुव्यर्वहार NN किया "बिपाशा बसु के साथ" 0 0 0 1
2 17 140 सुरक्षाकर्मियों NN "द्वारा की बदतमीजी के" " " 0 0 0 0
2 17 141 बदतमीजी NN "के चलते बिपाशा का" "सुरक्षाकर्मियों द्वारा की" 0 0 0 1
2 17 142 बिपाशा NNP "का गुस्सा सातवें आसमान" "की बदतमीजी के चलते" 1 0 0 0
2 17 143 गुस्सा NN "सातवें आसमान पर जा" "के चलते बिपाशा का" 0 0 0 0
2 17 144 "सातवें आसमान" "QO NN" "पर जा पहुंचा और" "चलते बिपाशा का गुस्सा" 0 0 0 1
2 17 145 उन्होंने PRP "वहीं पर इन गार्ड्स" "पहुंचा और पहले तो" 0 1 0 0
2 17 146 वहीं PRP "पर इन गार्ड्स की" "और पहले तो उन्होंने" 0 1 0 0
2 17 147 इन DEM "गार्ड्स की खैर खबर" "तो उन्होंने वहीं पर" 0 0 0 0
2 17 148 गार्ड्स NN "की खैर खबर ली" "उन्होंने वहीं पर इन" 0 0 0 0
2 17 149 "खैर खबर" "NNC NN" "ली लेकिन बाद में" "पर इन गार्ड्स की" 0 0 0 1
2 17 150 गुस्से NN "के चलते बिपाशा महोत्सव" "ली लेकिन बाद में" 0 0 0 0
2 17 151 बिपाशा NNP "का गुस्सा सातवें आसमान" "की बदतमीजी के चलते" 1 0 0 0
2 17 152 महोत्सव NN "में बिना भाग लिए" "गुस्से के चलते बिपाशा" 0 0 0 0
2 17 153 भाग NN "लिए वापस लौट गई" "बिपाशा महोत्सव में बिना" 0 0 0 1
2 18 154 बिपाशा NNP "को ही यहां कार्यक्रम" "गौरतलब है कि" 1 0 0 0
2 18 155 यहां PRP "कार्यक्रम में दीप प्रज्जवलित" "कि बिपाशा को ही" 0 1 0 0
2 18 156 कार्यक्रम NN "में दीप प्रज्जवलित करना" "बिपाशा को ही यहां" 0 0 0 0
2 18 157 दीप NN "प्रज्जवलित करना था और" "ही यहां कार्यक्रम में" 0 0 0 0
2 18 158 उसके PRP "बाद पूरे प्रोग्राम में" "प्रज्जवलित करना था और" 0 1 0 0
2 18 159 "पूरे प्रोग्राम" "JJ NN" "में शिरकत करनी थी" "था और उसके बाद" 0 0 0 1
2 18 160 शिरकत NN "करनी थी ।" "बाद पूरे प्रोग्राम में" 0 0 0 1
2 19 161 अभिनेत्री NN "के इस कदम से" लेकिन 0 0 0 0
2 19 162 इस DEM "कदम से वहां रंग" "लेकिन अभिनेत्री के" 0 0 0 0
2 19 163 कदम NN "से वहां रंग में" "लेकिन अभिनेत्री के इस" 0 0 0 1
2 19 164 वहां PRP "रंग में भंग पड़" "के इस कदम से" 0 1 0 0
2 19 165 रंग NN "में भंग पड़ गया" "इस कदम से वहां" 0 0 0 0
2 20 166 "वरिष्ठ अधिकारियों" "JJ NN" "ने पूरे मामले की" हालांकि 0 0 0 0
2 20 167 "पूरे मामले" "JJ NN" "की जांच की बात" "हालांकि वरिष्ठ अधिकारियों ने" 0 0 0 1
2 20 168 जांच NN "की बात कही है" "ने पूरे मामले की" 0 0 0 1
2 20 169 बात NN "कही है लेकिन बंगाली" "मामले की जांच की" 0 0 0 1
2 20 170 "बंगाली बाला" "JJ NN" "के साथ बदतमीजी के" "बात कही है लेकिन" 0 0 0 1
2 20 171 बदतमीजी NN "के चलते अभी गार्ड्स" "बंगाली बाला के साथ" 0 0 0 1
2 20 172 अभी PRP "गार्ड्स के खिलाफ कोई" "साथ बदतमीजी के चलते" 0 1 0 1
2 20 173 गार्ड्स NN "के खिलाफ कोई कार्रवाई" "बदतमीजी के चलते अभी" 0 0 0 0
2 20 174 कोई PRP "कार्रवाई नहीं की गई" "अभी गार्ड्स के खिलाफ" 0 1 0 1
2 20 175 कार्रवाई NN "नहीं की गई ।" "गार्ड्स के खिलाफ कोई" 0 0 0 1
2 21 176 "फिल्म महोत्सव" "NNC NN" "में प्रकाश झा की" " " 0 0 0 0
2 21 177 "प्रकाश झा" "NNPC NNP" "की नई फिल्म अपहरण" "फिल्म महोत्सव में" 1 0 0 0
2 21 178 "नई फिल्म" "JJ NN" "अपहरण का भी प्रीमियर" "में प्रकाश झा की" 0 0 0 0
2 21 179 अपहरण NNP "का भी प्रीमियर होना" "झा की नई फिल्म" 1 0 0 0
2 21 180 प्रीमियर NN "होना है ।" "फिल्म अपहरण का भी" 0 0 0 0
2 22 181 गंगाजल NNP "के बाद झा की" " " 1 0 0 1
2 22 182 झा NNP "की यह किसी अलग" "गंगाजल के बाद" 1 0 0 0
2 22 183 यह PRP "किसी अलग विषय पर" "के बाद झा की" 0 1 0 0
2 22 184 किसी PRP "अलग विषय पर बनी" "बाद झा की यह" 0 1 0 1
2 22 185 "अलग विषय" "JJ NN" "पर बनी दूसरी फिल्म" "झा की यह किसी" 0 0 0 1
2 22 186 "दूसरी फिल्म" "QO NN" है "अलग विषय पर बनी" 0 0 0 0
2 23 187 इस DEM "फिल्म में बिपाशा बसु" " " 0 0 0 0
2 23 188 फिल्म NN "में बिपाशा बसु ने" इस 0 0 0 0
2 23 189 "बिपाशा बसु" "NNPC NNP" "ने भी बतौर अभिनेत्री" "इस फिल्म में" 1 0 0 0
2 23 190 अभिनेत्री NN "काम किया है ।" "बसु ने भी बतौर" 0 0 0 0
2 23 191 काम NN "किया है ।" "ने भी बतौर अभिनेत्री" 0 0 0 1
2 24 192 इस DEM "फिल्म में उनके हीरो" " " 0 0 0 0
2 24 193 फिल्म NN "में उनके हीरो अजय" इस 0 0 0 0
2 24 194 उनके PRP "हीरो अजय देवगन बने" "इस फिल्म में" 0 1 0 0
2 24 195 हीरो NN "अजय देवगन बने है" "इस फिल्म में उनके" 0 0 0 0
2 24 196 "अजय देवगन" "NNPC NNP" "बने है ।" "फिल्म में उनके हीरो" 1 0 0 0
2 25 197 अपहरण NNP "का प्रीमियर यहां पर" चूंकि 1 0 0 0
2 25 198 प्रीमियर NN "यहां पर होना था" "चूंकि अपहरण का" 0 0 0 0
2 25 199 यहां PRP "पर होना था इसीलिए" "चूंकि अपहरण का प्रीमियर" 0 1 0 0
2 25 200 इसीलिए PRP "बिपाशा की उपस्थिति इस" "यहां पर होना था" 0 1 0 0
2 25 201 बिपाशा NNP "की उपस्थिति इस समारोह" "पर होना था इसीलिए" 1 0 0 0
2 25 202 उपस्थिति NN "इस समारोह में काफी" "था इसीलिए बिपाशा की" 0 0 0 1
2 25 203 इस DEM "समारोह में काफी अहम" "इसीलिए बिपाशा की उपस्थिति" 0 0 0 0
2 25 204 समारोह NN "में काफी अहम थी" "बिपाशा की उपस्थिति इस" 0 0 0 0
2 26 205 इसके PRP "पूर्व पणज़ी में रंगारंग" " " 0 1 0 0
2 26 206 पणज़ी NNP "में रंगारंग कार्निवाल के" "इसके पूर्व" 1 0 0 0
2 26 207 "रंगारंग कार्निवाल" "JJ NN" "के ३६वें अंतर्राष्ट्रीय फिल्म" "इसके पूर्व पणज़ी में" 0 0 0 1
2 26 208 "३६वें अंतर्राष्ट्रीय फिल्म समारोह" "NNPC NNPC NNPC NNP" "का शुभारंभ बड़े ही" "में रंगारंग कार्निवाल के" 1 0 0 0
2 26 209 शुभारंभ NN "बड़े ही धूमधाम से" "अंतर्राष्ट्रीय फिल्म समारोह का" 0 0 0 1
2 26 210 बड़े JJ "ही धूमधाम से हुआ" "फिल्म समारोह का शुभारंभ" 0 0 0 1
2 26 211 ही RP "धूमधाम से हुआ ।" "समारोह का शुभारंभ बड़े" 0 0 0 0
2 26 212 धूमधाम NN "से हुआ ।" "का शुभारंभ बड़े ही" 0 0 0 1
2 27 213 महोत्सव NN "की सुरक्षा व्यवस्था को" " " 0 0 0 0
2 27 214 "सुरक्षा व्यवस्था" "NNC NN" "को लेकर प्रशासन के" "महोत्सव की" 0 0 0 1
2 27 215 प्रशासन NN "के द्वारा कड़े इंतजाम" "सुरक्षा व्यवस्था को लेकर" 0 0 0 0
2 27 216 "कड़े इंतजाम" "JJ NN" "किए गये हैं और" "लेकर प्रशासन के द्वारा" 0 0 0 1
2 27 217 वह PRP "किसी भी तरह की" "किए गये हैं और" 0 1 0 0
2 27 218 किसी PRP "भी तरह की कोताही" "गये हैं और वह" 0 1 0 0
2 27 219 तरह NN "की कोताही नहीं बरतना" "और वह किसी भी" 0 0 0 1
2 27 220 कोताही NN "नहीं बरतना चाहता ।" "किसी भी तरह की" 0 0 0 1
2 28 221 "एक अन्य समाचार" "QC JJ NN" "के अनुसार कार्यक्रम में" उधर 0 0 0 1
2 28 222 कार्यक्रम NN "में बदलाव करते हुए" "अन्य समाचार के अनुसार" 0 0 0 0
2 28 223 बदलाव NN "करते हुए देवानंद ने" "के अनुसार कार्यक्रम में" 0 0 0 1
2 28 224 देवानंद NNP "ने अंतरराष्ट्रीय फिल्म समारोह" "में बदलाव करते हुए" 1 0 0 0
2 28 225 "अंतरराष्ट्रीय फिल्म समारोह" "NNC NNC NN" "में अपनी नई फिल्म" "करते हुए देवानंद ने" 0 0 0 0
2 28 226 अपनी PRP "नई फिल्म मिस्टर प्राइम" "अंतरराष्ट्रीय फिल्म समारोह में" 0 1 0 0
2 28 227 "नई फिल्म" "JJ NN" "मिस्टर प्राइम मिनिस्टर का" "फिल्म समारोह में अपनी" 0 0 0 0
2 28 228 "मिस्टर प्राइम मिनिस्टर" "NNPC NNPC NNP" "का प्रदर्शन नहीं करने" "में अपनी नई फिल्म" 1 0 0 0
2 28 229 प्रदर्शन NN "नहीं करने का फैसला" "मिस्टर प्राइम मिनिस्टर का" 0 0 0 1
2 28 230 फैसला NN "किया है ।" "प्रदर्शन नहीं करने का" 0 0 0 1
2 29 231 वह PRP "इस फिल्म को सबसे" दरअसल 0 1 0 0
2 29 232 इस DEM "फिल्म को सबसे पहले" "दरअसल वह" 0 0 0 0
2 29 233 फिल्म NN "को सबसे पहले प्रधानमंत्री" "दरअसल वह इस" 0 0 0 0
2 29 234 प्रधानमंत्री NNP "मनमोहन सिंह को दिखाना" "फिल्म को सबसे पहले" 1 0 0 0
2 29 235 "मनमोहन सिंह" "NNPC NNP" "को दिखाना चाहते हैं" "को सबसे पहले प्रधानमंत्री" 1 0 0 0
2 30 236 देवानंद NNP "ने बृहस्पतिवार को एक" " " 1 0 0 0
2 30 237 बृहस्पतिवार NNP "को एक टीवी चैनल" "देवानंद ने" 1 0 0 0
2 30 238 "एक टीवी चैनल" "QC NNC NN" "से बातचीत के दौरान" "देवानंद ने बृहस्पतिवार को" 0 0 0 1
2 30 239 बातचीत NN "के दौरान बताया कि" "एक टीवी चैनल से" 0 0 0 1
2 30 240 वह PRP "कई कारणों से अपनी" "के दौरान बताया कि" 0 1 0 0
2 30 241 "कई कारणों" "QF NN" "से अपनी नई फिल्म" "दौरान बताया कि वह" 0 0 0 1
2 30 242 अपनी PRP "नई फिल्म को इस" "वह कई कारणों से" 0 1 0 0
2 30 243 "नई फिल्म" "JJ NN" "को इस समारोह में" "कई कारणों से अपनी" 0 0 0 0
2 30 244 इस DEM "समारोह में शामिल नहीं" "अपनी नई फिल्म को" 0 0 0 0
2 30 245 समारोह NN "में शामिल नहीं करना" "नई फिल्म को इस" 0 0 0 0
2 30 246 शामिल JJ "नहीं करना चाहते ।" "को इस समारोह में" 0 0 0 1
2 31 247 वह PRP "पहले अपने प्रधानमंत्री को" " " 0 1 0 0
2 31 248 अपने PRP "प्रधानमंत्री को यह फिल्म" "वह पहले" 0 1 0 0
2 31 249 प्रधानमंत्री NNP "को यह फिल्म दिखाना" "वह पहले अपने" 1 0 0 0
2 31 250 यह DEM "फिल्म दिखाना चाहते हैं" "पहले अपने प्रधानमंत्री को" 0 0 0 0
2 31 251 फिल्म NN "दिखाना चाहते हैं ।" "अपने प्रधानमंत्री को यह" 0 0 0 0
2 32 252 देवानंद NNP "ने बताया कि उनकी" " " 1 0 0 0
2 32 253 उनकी PRP "यह फिल्म ३० नवंबर" "देवानंद ने बताया कि" 0 1 0 0
2 32 254 यह DEM "फिल्म ३० नवंबर को" "ने बताया कि उनकी" 0 0 0 0
2 32 255 फिल्म NN "३० नवंबर को रिलीज" "बताया कि उनकी यह" 0 0 0 0
2 32 256 "३० नवंबर" "NNPC NNP" "को रिलीज होगी ।" "कि उनकी यह फिल्म" 1 0 0 1
3 33 257 सरकार NN "की भूमिका अपनाते हुए" " " 0 0 0 1
3 33 258 भूमिका NN "अपनाते हुए झारखंड में" "सरकार की" 0 0 0 1
3 33 259 झारखंड NNP "में माओवादी छापामारों का" "की भूमिका अपनाते हुए" 1 0 0 0
3 33 260 "माओवादी छापामारों" "JJ NN" "का कहना है कि" "अपनाते हुए झारखंड में" 0 0 0 0
3 33 261 वे PRP "जल्द ही राज्य में" "का कहना है कि" 0 1 0 0
3 33 262 राज्य NN "में पंचायत चुनाव कराएंगे" "कि वे जल्द ही" 0 0 0 0
